"","strain","rep","beta","alpha","std_dev","AIC","N.obs"
"1","ATCC13985","1","57.5760113048932","0.67648262511964","0.897515049149791","179.029681892667","66"
"2","ATCC13985","2","50.8228410333533","0.644201373307315","0.908467873538774","180.631220734182","66"
"3","ATCC13985","3","3.17305345368234","0.358214889962649","1.28869850214531","193.330613847646","56"
"4","ATCC13985","4","8.05002131657765","0.416766253171727","0.936877799008328","157.612138836215","56"
"5","ATCC43928","1","5.08906729412192","0.423031576343636","1.29607036126235","227.536125949181","66"
"6","ATCC43928","2","8.58692315200907","0.471481877469871","1.43525968479098","241.001881443718","66"
"7","ATCC43928","3","1.41485560887317","0.274698753957306","0.906659488046098","153.942036224567","56"
"8","ATCC43928","4","124.531136267263","0.61162981709174","0.63938075276621","112.887169853393","55"
"9","KBS0701","1","0.0449413390487306","0.263012782350021","1.59460988662874","266.205099874135","69"
"10","KBS0701","2","0.159984974121919","0.287216902145944","1.68635022819535","273.931259764115","69"
"11","KBS0701","3","1.0497594698141","0.425249977737922","0.369343056791873","15.3045985044272","11"
"12","KBS0701","4","1.2442463430051","0.428792654871101","0.402569057401359","17.1990865310636","11"
"13","KBS0701","5","0.131806931731806","0.278002890499983","1.73975893289357","234.829508914809","58"
"14","KBS0701","6","0.11861522072844","0.288229408528618","1.38242796183582","211.652228659638","59"
"15","KBS0702","1","10.553061858749","0.531021706239314","0.886779451930214","138.471095581888","51"
"16","KBS0702","2","8.63697988475462","0.484014297796612","0.818017013717281","130.235123611459","51"
"17","KBS0702","3","7.18568453924163","0.412938197742558","0.773732446759374","119.913191841697","49"
"18","KBS0702","5","11.7509284130143","0.511025281052655","0.827367285245788","126.485848763778","49"
"19","KBS0702","4","8.67805425772814","0.433604295014221","0.889622223624492","136.197603591598","50"
"20","KBS0702","6","12.5026190162885","0.542028937060911","0.867514675541646","131.127998422537","49"
"21","KBS0703","1","3.09590436947271","0.340640962042937","0.714292175919755","116.413938253049","51"
"22","KBS0703","2","204.766867290655","0.983815886588752","0.90260509298486","140.278397610749","51"
"23","KBS0703","3","5.86542863003184","0.367030540005129","0.579480566359455","91.5877599999787","49"
"24","KBS0703","4","2.64128753116559","0.324309456067429","0.554024147869495","85.5265562184569","48"
"25","KBS0703","6","9.57779857995625","0.494935083542353","0.728062784509772","67.6841899839353","28"
"26","KBS0703","5","16.0838616321163","0.609374351916796","1.01653680862307","80.6397039324249","26"
"27","KBS0705","1","4.74293340675482","0.462629407642157","1.45384312108225","110.003261504252","29"
"28","KBS0705","2","0.14301245319875","0.208737808871396","1.47482707035669","179.515452476575","48"
"29","KBS0705","3","0.994434362080044","0.285733178401649","1.28939176413509","166.623445691713","48"
"30","KBS0705","4","0.777819705693486","0.31085472636745","1.69573897136951","192.913763250491","48"
"31","KBS0706","1","64.4024227138038","0.591957720769906","0.972353421726954","133.966776815398","46"
"32","KBS0706","2","111.566319964714","0.75558899307325","1.04691124318224","140.760496902622","46"
"33","KBS0706","3","78.8381985003132","0.590582253689269","0.81550377956972","117.776489755705","46"
"34","KBS0706","4","113.557092333617","0.682821757759137","0.781061830990009","113.810595069442","46"
"35","KBS0707","1","2.20449411126757","0.276444252010417","0.908301021487707","132.985227615991","48"
"36","KBS0707","2","0.863713298623388","0.241044734651196","1.35928259739844","171.689956442179","48"
"37","KBS0707","3","0.913921265519429","0.264327465494098","1.33184199263796","169.727506261229","48"
"38","KBS0707","4","2.60934580470003","0.279468428035996","1.1519254771163","155.78900474183","48"
"39","KBS0710","1","1.39539707213863","0.348517214847981","1.13608788936692","157.564509395764","49"
"40","KBS0710","2","0.565255295937808","0.304271114806702","1.1184040053062","156.019920953613","49"
"41","KBS0710","3","3.31862882607408","0.428474247364105","1.11038064903934","158.364621874005","50"
"42","KBS0710","4","2.79107311619321","0.436279090045552","1.17964805780078","164.412224768936","50"
"43","KBS0711","1","0.0333446528581724","0.239753118511919","1.09636647599496","226.595772850905","73"
"44","KBS0711","2","0.252372226571199","0.273616425539473","0.871392248667837","193.067626389763","73"
"45","KBS0711","3","0.0269210605257621","0.221667646394692","0.898840533283133","197.600146386777","73"
"46","KBS0711","4","1.46694691251382","0.441858574019229","0.551157852271984","29.0507158776858","14"
"47","KBS0711","11","303.210263811726","0.807701367858398","0.643157042390683","125.260793329023","61"
"48","KBS0711","10","546.261576896146","2.03822514162841","0.799537441346542","135.083998456948","54"
"49","KBS0711W","1","0.157721774938032","0.2585075244385","0.997804596827395","164.670394416954","56"
"50","KBS0711W","2","0.643183763467108","0.328696398493759","1.40388011215741","202.917590253268","56"
"51","KBS0711W","3","0.440418730735792","0.282198609844244","1.18797977626173","184.211379203736","56"
"52","KBS0711W","4","0.394288448598924","0.263995087365449","1.21874530206582","187.072799422251","56"
"53","KBS0712","1","1.26093445944646","0.316012870709948","1.13735925850481","151.478416394877","47"
"54","KBS0712","2","0.122857478046521","0.218395991563584","0.891873807873325","131.224887519365","48"
"55","KBS0712","3","0.337441538317373","0.251460764381184","0.916658229298621","131.200278146358","47"
"56","KBS0712","4","0.00910828560500057","0.157219972698626","1.01587958289539","143.734150364831","48"
"57","KBS0713","3","0.014815723271025","0.179563372025191","1.16731507008911","163.359893464607","50"
"58","KBS0713","4","0.0146679071226549","0.194864350942151","1.01983824978665","149.853076511322","50"
"59","KBS0713","1","0.0171763130544269","0.193365183651568","0.940847563889355","139.079823065734","49"
"60","KBS0713","2","0.109149131004815","0.240000815414152","0.849523278282407","129.068473216132","49"
"61","KBS0714","1","15.7031456236137","0.895927080762207","1.55169702438518","95.1956695750156","24"
"62","KBS0714","2","17.3497350985668","0.920857986883279","1.49478807207806","93.4039714748551","24"
"63","KBS0714","3","13.5581063827781","0.842355527950507","1.50524012696145","93.7378683893821","24"
"64","KBS0714","4","15.892136938892","0.905806886525179","1.56500015715344","95.6068868668269","24"
"65","KBS0715","1","0.000168733457962035","0.144662174884253","1.03617534135487","209.625538510555","70"
"66","KBS0715","2","0.000122111955379719","0.144324860383312","1.02225419129159","207.735725879127","70"
"67","KBS0715","3","5.74360853675006e-05","0.137914114340581","1.08495626780349","216.067128971644","70"
"68","KBS0715","4","0.000321860782762532","0.153906876709854","1.01887613653882","207.269921406325","70"
"69","KBS0721","1","0.812031532614833","0.318572308860505","0.982516789457468","193.774841183716","67"
"70","KBS0721","2","0.0841743441752453","0.24240160597916","1.2605961927689","227.164582981485","67"
"71","KBS0721","3","0.0115126004155363","0.209373394501207","1.26029272902989","227.135669419342","67"
"72","KBS0721","4","0.171264891451397","0.265117240079671","1.34960767553099","236.314149363414","67"
"73","KBS0722","1","6.97200907944259","0.373203905951593","0.940677170517635","136.343782333159","48"
"74","KBS0722","2","1.77028099520983","0.266951114559207","0.966653219991871","138.964508131064","48"
"75","KBS0722","3","2.92764247377918","0.302276493297535","1.0367058760657","145.681515823677","48"
"76","KBS0722","4","2.20415222366699","0.301725244735672","1.19214679395231","155.901918323045","47"
"77","KBS0724","1","8.95703517463506","0.489957354733044","1.04024046437729","143.083404412554","47"
"78","KBS0724","2","8.17783656610518","0.473974737399186","0.897517816228768","129.219799498386","47"
"79","KBS0724","3","12.4538294752803","0.541552768383641","0.888018526649462","128.216648903807","47"
"80","KBS0724","4","7.05530468487364","0.473931378184008","1.02896822601535","142.063746916409","47"
"81","KBS0725","1","12.1418678942695","0.674024199105972","1.3484189901913","164.042214747553","46"
"82","KBS0725","2","18.4931963167587","0.761454161045611","1.30700410342094","167.92601582475","48"
"83","KBS0725","3","14.0594773951975","0.723898988018977","1.44310157520879","173.854103369557","47"
"84","KBS0725","4","12.787801663052","0.709803798875661","1.52293157583265","182.599285166462","48"
"85","KBS0727","1","1.09000979964027","0.370965029560497","1.1593231091073","115.673672542194","35"
"86","KBS0727","2","6.42929131706983","0.549059774995095","1.534406739466","164.853040590854","43"
